ident,iata_code,type,name,iso_country,latitude_deg,longitude_deg,elevation_ft,runway_count,max_runway,avg_runway
LFSD,DIJ,medium_airport,Dijon-Bourgogne Airport,FR,47.268902,5.09,726.0,2,7874.0,6889.5
LFSG,EPL,medium_airport,Épinal-Mirecourt Airport,FR,48.325001,6.06998,1084.0,1,8858.0,8858.0
LFSI,,medium_airport,Saint-Dizier – Robinson Air Base,FR,48.636002,4.89942,458.0,1,7913.0,7913.0
LFSL,BVE,medium_airport,Brive-Souillac,FR,45.039722,1.485556,1016.0,1,6890.0,6890.0
LFSM,,medium_airport,Montbéliard-Courcelles Airfield,FR,47.487,6.79054,1041.0,1,5578.0,5578.0
LFSN,ENC,medium_airport,Nancy-Essey Airport,FR,48.69210052490234,6.230460166931152,751.0,1,5249.0,5249.0
LFSO,,medium_airport,Nancy-Ochey (BA 133) Air Base,FR,48.583099365234375,5.954999923706055,1106.0,1,7878.0,7878.0
LFST,SXB,medium_airport,Strasbourg Airport,FR,48.53829956054688,7.628230094909668,505.0,1,7874.0,7874.0
LFSX,,medium_airport,Luxeuil-Saint-Sauveur (BA 116) Air Base,FR,47.7830556,6.36416667,913.0,2,7982.0,7789.0
LFTH,TLN,medium_airport,Toulon-Hyères Airport,FR,43.0973014832,6.14602994919,7.0,2,6955.0,6597.5
LFTO,RZV,medium_airport,Rize–Artvin Airport,TR,41.179625,40.850796,16.0,1,9843.0,9843.0
LFTW,FNI,medium_airport,Nîmes-Arles-Camargue Airport,FR,43.75740051269531,4.4163498878479,309.0,1,8005.0,8005.0
LFVM,MQC,medium_airport,Miquelon Airport,PM,47.095501,-56.380299,10.0,1,3280.0,3280.0
LFVP,FSP,medium_airport,St Pierre Airport,PM,46.76290130615234,-56.173099517822266,27.0,1,5900.0,5900.0
LFXA,,medium_airport,Ambérieu Air Base (BA 278),FR,45.987301,5.32844,823.0,2,6562.0,4593.5
LGAD,PYR,medium_airport,Andravida Air Base,GR,37.9207,21.292601,55.0,1,10299.0,10299.0
LGAL,AXD,medium_airport,Alexandroupoli Democritus Airport,GR,40.8559,25.956301,24.0,1,8471.0,8471.0
LGAV,ATH,large_airport,Athens Eleftherios Venizelos International Airport,GR,37.936401,23.9445,308.0,2,13123.0,12795.0
LGBL,VOL,medium_airport,Nea Anchialos National Airport,GR,39.219601,22.7943,83.0,1,9052.0,9052.0
LGEL,,medium_airport,Elefsis Airport,GR,38.06380081176758,23.55599975585937,143.0,1,8985.0,8985.0
LGHI,JKH,medium_airport,Chios Island National Airport,GR,38.34320068359375,26.140600204467773,15.0,1,4957.0,4957.0
LGIO,IOA,medium_airport,Ioannina Airport,GR,39.6963996887207,20.82250022888184,1558.0,1,7874.0,7874.0
LGIR,HER,large_airport,Heraklion International Nikos Kazantzakis Airport,GR,35.3396987915,25.1802997589,115.0,3,8800.0,5499.0
LGKF,EFL,medium_airport,Kefallinia Airport,GR,38.12009811401367,20.5004997253418,59.0,1,7992.0,7992.0
LGKL,KLX,medium_airport,Kalamata Airport,GR,37.06829833984375,22.02549934387207,26.0,1,8868.0,8868.0
LGKO,KGS,medium_airport,Kos Airport,GR,36.79330062866211,27.091699600219727,412.0,1,7841.0,7841.0
LGKP,AOK,medium_airport,Karpathos Airport,GR,35.4213981628418,27.145999908447266,66.0,1,7871.0,7871.0
LGKR,CFU,medium_airport,Ioannis Kapodistrias International Airport,GR,39.601898193359375,19.911699295043945,6.0,1,7792.0,7792.0
LGKV,KVA,medium_airport,Kavala Alexander the Great International Airport,GR,40.9133,24.6192,18.0,1,9844.0,9844.0
LGKZ,KZI,medium_airport,Kozani State Airport Filippos,GR,40.286098,21.840799,2059.0,1,5978.0,5978.0
LGMK,JMK,medium_airport,Mikonos Airport,GR,37.43510055541992,25.348100662231445,405.0,1,6240.0,6240.0
LGMT,MJT,medium_airport,Mytilene International Airport,GR,39.0567016602,26.5983009338,60.0,1,7894.0,7894.0
LGPZ,PVK,medium_airport,Aktion National Airport,GR,38.92549896240234,20.765300750732425,11.0,1,9419.0,9419.0
LGRP,RHO,medium_airport,Diagoras Airport,GR,36.405399322509766,28.086200714111328,17.0,1,10846.0,10846.0
LGRX,GPA,medium_airport,Patras Araxos Agamemnon Airport,GR,38.1511,21.4256,46.0,2,10999.0,10998.0
LGSA,CHQ,medium_airport,Chania International Airport,GR,35.531700134277344,24.14970016479492,490.0,1,10982.0,10982.0
LGSK,JSI,medium_airport,Skiathos Island National Airport,GR,39.17710113525391,23.503700256347656,54.0,1,5341.0,5341.0
LGSM,SMI,medium_airport,Samos Airport,GR,37.68999862670898,26.911699295043945,19.0,1,6706.0,6706.0
LGSR,JTR,medium_airport,Santorini Airport,GR,36.399200439453125,25.47929954528809,127.0,1,6972.0,6972.0
LGST,JSH,medium_airport,Sitia Airport,GR,35.21609878540039,26.101299285888672,376.0,1,6804.0,6804.0
LGTG,,medium_airport,Tanagra Air Base,GR,38.339802,23.565001,485.0,1,9810.0,9810.0
LGTS,SKG,large_airport,Thessaloniki Macedonia International Airport,GR,40.51969909667969,22.97089958190918,22.0,2,11286.0,9596.5
LGZA,ZTH,medium_airport,"Zakynthos International Airport ""Dionysios Solomos""",GR,37.7509,20.8843,15.0,1,7310.0,7310.0
LHBP,BUD,large_airport,Budapest Liszt Ferenc International Airport,HU,47.42976,19.261093,495.0,2,12162.0,11018.5
LHDC,DEB,medium_airport,Debrecen International Airport,HU,47.488899,21.615299,359.0,2,8196.0,8141.5
LHKE,,medium_airport,Kecskemét Air Base,HU,46.9175,19.749201,376.0,1,8200.0,8200.0
LHPP,PEV,medium_airport,Pécs-Pogány Airport,HU,45.990898,18.240996,1000.0,1,4922.0,4922.0
LHPR,,medium_airport,Győr-Pér International Airport,HU,47.624401,17.813601,424.0,2,6660.0,5190.0
LHSM,SOB,medium_airport,Hévíz–Balaton Airport,HU,46.686391,17.159084,408.0,2,8202.0,5651.0
LHSN,,medium_airport,Szolnok Air Base,HU,47.122897,20.2355,322.0,1,6562.0,6562.0
LHTA,,medium_airport,Taszár Air Base,HU,46.393101,17.9175,531.0,1,8205.0,8205.0
LHTL,,medium_airport,Tököl Airport,HU,47.345298767100005,18.9808006287,318.0,1,5800.0,5800.0
LIBA,,medium_airport,Amendola Air Base,IT,41.541401,15.7181,183.0,1,8727.0,8727.0
LIBC,CRV,medium_airport,Crotone Airport,IT,38.9972,17.0802,522.0,1,6562.0,6562.0
LIBD,BRI,large_airport,Bari Karol Wojtyła Airport,IT,41.138901,16.760599,177.0,2,9843.0,5177.5
LIBF,FOG,medium_airport,"Foggia ""Gino Lisa"" Airport",IT,41.432899,15.535,265.0,1,4724.0,4724.0
LIBG,TAR,medium_airport,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",IT,40.517502,17.4032,215.0,1,10499.0,10499.0
LIBN,LCC,medium_airport,Lecce Galatina Air Base,IT,40.239201,18.133301,156.0,1,6240.0,6240.0
LIBP,PSR,medium_airport,Abruzzo Airport,IT,42.431702,14.1811,48.0,1,7933.0,7933.0
LIBR,BDS,large_airport,Brindisi Airport,IT,40.6576,17.947001,47.0,2,10000.0,7946.0
LIBV,,medium_airport,Gioia Del Colle Air Base,IT,40.767799,16.9333,1187.0,2,9846.0,9837.5
LICA,SUF,medium_airport,Lamezia Terme Airport,IT,38.905399,16.2423,39.0,1,9898.0,9898.0
LICB,CIY,medium_airport,Comiso Airport,IT,36.994601,14.607182,623.0,1,8070.0,8070.0
LICC,CTA,large_airport,Catania-Fontanarossa Airport,IT,37.466801,15.0664,39.0,1,7989.0,7989.0
LICD,LMP,medium_airport,Lampedusa Airport,IT,35.497898,12.6181,70.0,1,5906.0,5906.0
LICG,PNL,medium_airport,Pantelleria Airport,IT,36.816502,11.9689,628.0,2,5495.0,4749.0
LICJ,PMO,large_airport,Falcone–Borsellino Airport,IT,38.175999,13.091,65.0,2,10912.0,8858.0
LICP,,medium_airport,Palermo-Boccadifalco Airport,IT,38.110802,13.3133,345.0,1,4016.0,4016.0
LICR,REG,medium_airport,Reggio Calabria Airport,IT,38.071201,15.6516,96.0,2,6549.0,6061.5
LICT,TPS,medium_airport,Vincenzo Florio Airport Trapani-Birgi,IT,37.9114,12.488,25.0,1,8852.0,8852.0
LICZ,NSY,medium_airport,Sigonella Navy Air Base,IT,37.401699,14.9224,79.0,2,8077.0,8044.5
LIDT,,medium_airport,Trento-Mattarello Airport,IT,46.0214,11.1242,610.0,1,3707.0,3707.0
LIEA,AHO,medium_airport,Alghero-Fertilia Airport,IT,40.632099,8.29077,87.0,1,9843.0,9843.0
LIED,DCI,medium_airport,Decimomannu Air Base,IT,39.354198,8.97248,100.0,2,9810.0,9187.5
LIEE,CAG,large_airport,Cagliari Elmas Airport,IT,39.251499,9.05428,13.0,1,9196.0,9196.0
LIEO,OLB,medium_airport,Olbia Costa Smeralda Airport,IT,40.898701,9.51763,37.0,1,9006.0,9006.0
LIET,TTB,medium_airport,Tortolì Airport,IT,39.9188,9.68298,23.0,1,3898.0,3898.0
LILA,,medium_airport,Alessandria Airport,IT,44.925201,8.62513,299.0,1,2100.0,2100.0
LILE,,medium_airport,Biella-Cerrione Airport,IT,45.4953,8.10278,920.0,1,4860.0,4860.0
LILN,,medium_airport,Varese-Venegono Airport,IT,45.742199,8.888233,1100.0,1,4659.0,4659.0
LIMA,,medium_airport,Torino-Aeritalia Airport,IT,45.086399,7.60337,943.0,2,3524.0,2992.5
LIMC,MXP,large_airport,Malpensa International Airport,IT,45.6306,8.72811,768.0,2,12861.0,12861.0
LIME,BGY,large_airport,Milan Bergamo Airport,IT,45.673901,9.70417,782.0,2,9429.0,5886.0
LIMF,TRN,large_airport,Turin Airport,IT,45.200802,7.64963,989.0,1,10827.0,10827.0
LIMG,ALL,medium_airport,Villanova D'Albenga International Airport,IT,44.050598,8.12743,148.0,1,4688.0,4688.0
LIMJ,GOA,medium_airport,Genoa Cristoforo Colombo Airport,IT,44.4133,8.8375,13.0,1,9564.0,9564.0
LIML,LIN,medium_airport,Milano Linate Airport,IT,45.445099,9.27674,353.0,2,8005.0,4988.5
LIMN,,medium_airport,Cameri Air Base [MIL],IT,45.529598,8.66922,586.0,1,9818.0,9818.0
LIMP,PMF,medium_airport,Parma Airport,IT,44.824501,10.2964,161.0,1,6962.0,6962.0
LIMR,,medium_airport,Novi Ligure Airport,IT,44.779999,8.78639,607.0,1,3035.0,3035.0
LIMS,,medium_airport,Piacenza San Damiano Air Base,IT,44.913102,9.723322,456.0,1,9828.0,9828.0
LIMW,AOT,medium_airport,Aosta Airport,IT,45.738499,7.36872,1791.0,1,4088.0,4088.0
LIMZ,CUF,medium_airport,Cuneo International Airport,IT,44.547001,7.62322,1267.0,1,6903.0,6903.0
LIPA,AVB,medium_airport,Aviano Air Base,IT,46.031898,12.596503,410.0,1,8551.0,8551.0
LIPB,BZO,medium_airport,Bolzano Airport,IT,46.460201,11.3264,789.0,2,4698.0,3494.0
LIPC,,medium_airport,Cervia Air Base,IT,44.224201,12.3072,18.0,1,10007.0,10007.0
LIPE,BLQ,large_airport,Bologna Guglielmo Marconi Airport,IT,44.5354,11.2887,123.0,1,9196.0,9196.0
LIPH,TSF,medium_airport,Treviso-Sant'Angelo Airport,IT,45.648399,12.1944,59.0,1,7941.0,7941.0
LIPI,,medium_airport,Rivolto Air Base,IT,45.978699,13.0493,179.0,1,8365.0,8365.0
LIPK,FRL,medium_airport,Forlì Airport,IT,44.194801,12.0701,97.0,1,7907.0,7907.0
LIPL,,medium_airport,Ghedi Air Base,IT,45.432201,10.2677,333.0,1,9813.0,9813.0
LIPO,VBS,medium_airport,Brescia Airport,IT,45.428902,10.3306,355.0,1,9810.0,9810.0
LIPQ,TRS,medium_airport,Trieste–Friuli Venezia Giulia Airport,IT,45.827499,13.4722,39.0,1,9843.0,9843.0
LIPR,RMI,medium_airport,Federico Fellini International Airport,IT,44.020302,12.6117,40.0,1,9828.0,9828.0
LIPS,,medium_airport,Istrana Air Base,IT,45.684898,12.0829,137.0,1,9816.0,9816.0
LIPU,,medium_airport,Padova Airfield,IT,45.395802,11.8479,44.0,1,3681.0,3681.0
LIPX,VRN,large_airport,Verona-Villafranca Valerio Catullo Airport,IT,45.394955,10.887303,239.0,1,10064.0,10064.0
LIPY,AOI,medium_airport,Marche Airport,IT,43.616299,13.3623,49.0,1,9718.0,9718.0
LIPZ,VCE,large_airport,Venice Marco Polo Airport,IT,45.505299,12.3519,7.0,2,10827.0,9974.0
LIQS,SAY,medium_airport,Siena-Ampugnano Airport,IT,43.256302,11.255,634.0,1,4570.0,4570.0
LIQW,,medium_airport,Sarzana-Luni Air Base,IT,44.088001,9.98795,45.0,1,2969.0,2969.0
LIRA,CIA,medium_airport,Ciampino–G. B. Pastine International Airport,IT,41.7994,12.5949,427.0,1,7226.0,7226.0
LIRE,,medium_airport,Pratica Di Mare Air Base,IT,41.654499,12.4452,41.0,2,8335.0,8236.5
LIRF,FCO,large_airport,Rome–Fiumicino Leonardo da Vinci International Airport,IT,41.804532,12.251998,13.0,4,12801.0,12067.25
LIRG,,medium_airport,Guidonia Air Base,IT,41.990299,12.7408,289.0,2,4797.0,4367.0
LIRI,QSR,medium_airport,Salerno Costa d'Amalfi Airport,IT,40.620399,14.9113,119.0,1,5427.0,5427.0
LIRJ,EBA,medium_airport,Marina Di Campo Airport,IT,42.7603,10.2394,31.0,1,3114.0,3114.0
LIRL,,medium_airport,Latina Air Base,IT,41.5424,12.909,94.0,1,5577.0,5577.0
LIRM,,medium_airport,Grazzanise Air Base,IT,41.060799,14.0819,29.0,1,9813.0,9813.0
LIRN,NAP,large_airport,Naples International Airport,IT,40.886002,14.2908,294.0,1,8622.0,8622.0
LIRP,PSA,large_airport,Pisa International Airport,IT,43.683899,10.3927,6.0,2,9820.0,9490.0
LIRQ,FLR,medium_airport,Peretola Airport,IT,43.810001,11.2051,142.0,1,5118.0,5118.0
LIRS,GRS,medium_airport,Grosseto Air Base,IT,42.759701,11.0719,17.0,2,9823.0,8773.0
LIRU,,medium_airport,Rome Urbe Airport,IT,41.952096,12.502231,55.0,1,3556.0,3556.0
LIRV,,medium_airport,Viterbo Airport,IT,42.430199,12.0642,992.0,3,4265.0,3166.0
LIRZ,PEG,medium_airport,Perugia San Francesco d'Assisi – Umbria International Airport,IT,43.095901,12.5132,697.0,1,7215.0,7215.0
LJCE,,medium_airport,Cerklje Air Base,SI,45.900002,15.5302,510.0,1,7980.0,7980.0
LJLJ,LJU,large_airport,Ljubljana Jože Pučnik Airport,SI,46.223701,14.4576,1273.0,1,10827.0,10827.0
LJMB,MBX,medium_airport,Maribor Airport,SI,46.4799,15.6861,876.0,2,8202.0,6069.5
LJPZ,POW,medium_airport,Portorož Airport,SI,45.4734,13.615,7.0,1,3939.0,3939.0
LKCV,,medium_airport,Čáslav Air Base,CZ,49.939701080322266,15.381799697875977,794.0,2,7875.0,6085.0
LKKB,,medium_airport,Kbely Air Base,CZ,50.12139892578125,14.54360008239746,939.0,1,6562.0,6562.0
LKKU,UHE,medium_airport,Kunovice Airport,CZ,49.02939987182617,17.439699172973633,581.0,3,6562.0,5653.666666666667
LKKV,KLV,medium_airport,Karlovy Vary International Airport,CZ,50.20299911499024,12.914999961853027,1989.0,2,7054.0,4839.0
LKLN,,medium_airport,Plzeň-Líně Airport,CZ,49.675201416016,13.274600028992,1188.0,1,4757.0,4757.0
LKMT,OSR,medium_airport,Ostrava Leos Janáček Airport,CZ,49.6963005065918,18.111099243164062,844.0,1,11484.0,11484.0
LKNA,,medium_airport,Náměšť Air Base,CZ,49.16579818725586,16.124900817871094,1548.0,1,7874.0,7874.0
LKPD,PED,medium_airport,Pardubice Airport,CZ,50.01340103149414,15.73859977722168,741.0,1,8203.0,8203.0
LKPO,PRV,medium_airport,Přerov Air Base,CZ,49.42580032348633,17.404699325561523,676.0,1,8123.0,8123.0
LKPR,PRG,large_airport,Václav Havel Airport Prague,CZ,50.1008,14.26,1247.0,3,12189.0,9935.666666666666
LKTB,BRQ,medium_airport,Brno-Tuřany Airport,CZ,49.15129852294922,16.694400787353516,778.0,2,8694.0,5659.0
LKVO,VOD,medium_airport,Vodochody Airport,CZ,50.216599,14.3958,919.0,2,8203.0,7054.0
LLBG,TLV,large_airport,Ben Gurion International Airport,IL,32.01139831542969,34.88669967651367,135.0,3,13327.0,10876.666666666666
LLEK,,medium_airport,Tel Nof Air Base,IL,31.8395004272,34.8218002319,193.0,3,7880.0,7848.333333333333
LLER,ETM,large_airport,Ramon International Airport,IL,29.727009,35.014116,288.0,1,11811.0,11811.0
LLHA,HFA,medium_airport,Haifa International Airport,IL,32.80939865112305,35.04309844970703,28.0,1,4324.0,4324.0
LLIB,RPN,medium_airport,Rosh Pina Airport,IL,32.980999,35.571899,922.0,2,3655.0,3422.5
LLMZ,MTZ,medium_airport,Bar Yehuda Airfield,IL,31.32819938659668,35.38859939575195,-1266.0,1,3937.0,3937.0
LLNV,VTM,medium_airport,Nevatim Air Base,IL,31.2082996368,35.012298584,1330.0,4,10991.0,7680.5
LLRD,,medium_airport,Ramat David Air Base,IL,32.66510009765625,35.179500579833984,185.0,3,8550.0,8140.0
LLRM,MIP,medium_airport,Ramon Air Base,IL,30.776100158691406,34.66669845581055,2126.0,2,9876.0,9367.0
LMML,MLA,large_airport,Malta International Airport,MT,35.857498,14.4775,300.0,2,11627.0,9713.0
LOAN,,medium_airport,Wiener Neustadt East Airport,AT,47.843299865722656,16.260099411010742,896.0,1,3500.0,3500.0
LOWG,GRZ,medium_airport,Graz Airport,AT,46.9911,15.4396,1115.0,3,9842.0,4811.666666666667
LOWI,INN,medium_airport,Innsbruck Airport,AT,47.260201,11.344,1907.0,1,6562.0,6562.0
LOWK,KLU,medium_airport,Klagenfurt Airport,AT,46.642502,14.3377,1472.0,2,8924.0,5675.5
LOWL,LNZ,medium_airport,Linz-Hörsching Airport / Vogler Air Base,AT,48.2332,14.1875,980.0,2,9843.0,6004.0
LOWS,SZG,medium_airport,Salzburg Airport,AT,47.7933006287,13.0043001175,1411.0,1,9022.0,9022.0
LOWW,VIE,large_airport,Vienna International Airport,AT,48.110298,16.5697,600.0,2,11811.0,11647.0
LOXZ,,medium_airport,Hinterstoisser Air Base,AT,47.202801,14.7442,2264.0,2,9022.0,6823.5
LPAR,AVR,medium_airport,Alverca Air Base,PT,38.883301,-9.0301,11.0,1,9810.0,9810.0
LPAZ,SMA,medium_airport,Santa Maria Airport,PT,36.97140121459961,-25.17060089111328,308.0,3,10000.0,3779.3333333333335
LPBG,BGC,medium_airport,Bragança Airport,PT,41.8578,-6.70713,2241.0,1,5600.0,5600.0
LPBJ,BYJ,medium_airport,Beja Airport / Airbase,PT,38.078899,-7.9324,636.0,2,11319.0,10500.5
LPBR,BGZ,medium_airport,Braga Municipal Aerodrome,PT,41.5871009827,-8.445139884949999,247.0,1,3081.0,3081.0
LPCB,,medium_airport,Aerodromo de Castelo Branco,PT,39.847022,-7.44111,1300.0,1,4790.0,4790.0
LPCO,CBP,medium_airport,Aerodromo Municipal de Coimbra,PT,40.158758,-8.470815,587.0,1,3018.0,3018.0
LPCS,CAT,medium_airport,Cascais Airport,PT,38.724998,-9.35523,325.0,1,4593.0,4593.0
LPEV,,medium_airport,Évora Airfield,PT,38.533501,-7.88964,807.0,2,4265.0,3182.5
LPFL,FLW,medium_airport,Flores Airport,PT,39.455299377441406,-31.13139915466309,112.0,1,4593.0,4593.0
LPFR,FAO,large_airport,Faro Airport,PT,37.0144004822,-7.96590995789,24.0,1,8169.0,8169.0
LPGR,GRW,medium_airport,Graciosa Airport,PT,39.09220123291016,-28.029800415039062,86.0,1,4529.0,4529.0
LPHR,HOR,medium_airport,Horta Airport,PT,38.519901275634766,-28.71590042114257,118.0,1,5233.0,5233.0
LPLA,TER,medium_airport,Lajes Airport,PT,38.761799,-27.090799,180.0,1,10870.0,10870.0
LPMA,FNC,medium_airport,Madeira International Airport Cristiano Ronaldo,PT,32.697899,-16.7745,192.0,1,9110.0,9110.0
LPMR,QLR,medium_airport,Monte Real Air Base,PT,39.828335,-8.8875,187.0,1,9816.0,9816.0
LPMT,,medium_airport,Montijo Air Base,PT,38.70929,-9.03368,46.0,2,8005.0,7524.5
LPOV,,medium_airport,Ovar Air Base,PT,40.915901,-8.64592,56.0,1,8005.0,8005.0
LPPD,PDL,large_airport,João Paulo II Airport,PT,37.7411994934,-25.6979007721,259.0,1,8192.0,8192.0
LPPI,PIX,medium_airport,Pico Airport,PT,38.554298,-28.441299,109.0,1,5725.0,5725.0
LPPM,PRM,medium_airport,Portimão Airport,PT,37.1493,-8.58396,5.0,1,2822.0,2822.0
LPPR,OPO,large_airport,Francisco de Sá Carneiro Airport,PT,41.2481002808,-8.68138980865,228.0,1,11417.0,11417.0
LPPS,PXO,medium_airport,Porto Santo Airport,PT,33.0733985901,-16.3500003815,341.0,1,9861.0,9861.0
LPPT,LIS,large_airport,Humberto Delgado Airport (Lisbon Portela Airport),PT,38.7813,-9.13592,374.0,2,12484.0,10179.0
LPSJ,SJZ,medium_airport,São Jorge Airport,PT,38.665501,-28.1758,311.0,1,4633.0,4633.0
LPSO,,medium_airport,Aeródromo Municipal de Ponte de Sor,PT,39.211559,-8.056542,390.0,1,5906.0,5906.0
LPST,,medium_airport,Sintra Air Base,PT,38.8311,-9.33955,440.0,1,5906.0,5906.0
LPTN,,medium_airport,Tancos Airbase,PT,39.475101,-8.36458,266.0,2,7530.0,5733.5
LPVL,,medium_airport,Vilar de Luz Airfield,PT,41.27729,-8.516209,762.0,1,5606.0,5606.0
LPVR,VRL,medium_airport,Vila Real Airport,PT,41.2743,-7.72047,1805.0,1,3107.0,3107.0
LPVZ,VSE,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),PT,40.725498,-7.88899,2060.0,1,4035.0,4035.0
LQBK,BNX,medium_airport,Banja Luka International Airport,BA,44.94139862060547,17.297500610351562,400.0,1,8213.0,8213.0
LQMO,OMO,medium_airport,Mostar International Airport,BA,43.282901763916016,17.84589958190918,156.0,1,7874.0,7874.0
LQSA,SJJ,medium_airport,Sarajevo International Airport,BA,43.8246,18.331499,1708.0,1,8666.0,8666.0
LQTZ,TZL,medium_airport,Tuzla International Airport,BA,44.458698,18.7248,784.0,1,8152.0,8152.0
LR79,,medium_airport,Ianca Air Base,RO,45.158699,27.430901,131.0,1,8202.0,8202.0
LR80,,medium_airport,Feteşti Air Base,RO,44.3923,27.7267,180.0,1,8202.0,8202.0
LR82,,medium_airport,Boboc Air Base,RO,45.2164,26.9786,344.0,1,8202.0,8202.0
LRAR,ARW,medium_airport,Arad International Airport,RO,46.17660140991211,21.261999130249023,352.0,1,6562.0,6562.0
LRBC,BCM,medium_airport,Bacău Airport,RO,46.52190017700195,26.91029930114746,607.0,1,8203.0,8203.0
LRBM,BAY,medium_airport,Maramureș International Airport,RO,47.660598,23.467252,605.0,1,7054.0,7054.0
LRBS,BBU,medium_airport,Băneasa International Airport,RO,44.503201,26.1021,297.0,1,10499.0,10499.0
LRCK,CND,medium_airport,Mihail Kogălniceanu International Airport,RO,44.36220169067383,28.488300323486328,353.0,1,11483.0,11483.0
LRCL,CLJ,medium_airport,Cluj-Napoca International Airport,RO,46.785198,23.686199,1039.0,1,6693.0,6693.0
LRCS,CSB,medium_airport,Caransebeş Airport,RO,45.41999816894531,22.25329971313477,866.0,1,6562.0,6562.0
LRCT,,medium_airport,Câmpia Turzii Air Base,RO,46.50230026245117,23.885900497436523,1083.0,1,8202.0,8202.0
LRCV,CRA,medium_airport,Craiova Airport,RO,44.3181,23.888599,626.0,1,8203.0,8203.0
LRIA,IAS,medium_airport,Iaşi Airport,RO,47.180278,27.620833,411.0,1,7874.0,7874.0
LROD,OMR,medium_airport,Oradea International Airport,RO,47.025299072265625,21.90250015258789,465.0,1,6890.0,6890.0
LROP,OTP,large_airport,Henri Coandă International Airport,RO,44.571111,26.085,314.0,2,11484.0,11484.0
LRSB,SBZ,medium_airport,Sibiu International Airport,RO,45.78559875488281,24.09129905700684,1496.0,1,8629.0,8629.0
LRSM,SUJ,medium_airport,Satu Mare Airport,RO,47.70330047607422,22.88570022583008,405.0,1,8160.0,8160.0
LRSV,SCV,medium_airport,Suceava Stefan cel Mare Airport,RO,47.6875,26.35409927368164,1375.0,1,8070.0,8070.0
LRTC,TCE,medium_airport,Tulcea Danube Delta Airport,RO,45.0625,28.7143,200.0,1,6517.0,6517.0
LRTM,TGM,medium_airport,Transilvania Târgu Mureş International Airport,RO,46.46770095825195,24.412500381469727,963.0,1,6562.0,6562.0
LRTR,TSR,medium_airport,Timişoara Traian Vuia Airport,RO,45.80989837646485,21.337900161743164,348.0,1,11483.0,11483.0
LSGC,,medium_airport,Les Eplatures Airport,CH,47.0839004517,6.792840003970001,3368.0,1,3707.0,3707.0
LSGG,GVA,large_airport,Geneva Cointrin International Airport,CH,46.23809814453125,6.108950138092041,1411.0,2,12795.0,7747.5
LSGS,SIR,medium_airport,Sion Airport,CH,46.219166,7.326944,1582.0,3,6562.0,4987.0
LSMA,,medium_airport,Alpnach Air Base,CH,46.943901,8.28417,1460.0,1,4920.0,4920.0
LSMD,,medium_airport,Dübendorf Air Base,CH,47.398601532,8.648229599,1470.0,2,7726.0,4928.0
LSME,EML,medium_airport,Emmen Air Base,CH,47.092444,8.305184,1400.0,1,8208.0,8208.0
LSMP,,medium_airport,Payerne Air Base,CH,46.8432,6.91506004333,1465.0,1,9376.0,9376.0
LSZA,LUG,medium_airport,Lugano Airport,CH,46.00429916379999,8.9105796814,915.0,1,4429.0,4429.0
LSZB,BRN,medium_airport,Bern-Belp Airport,CH,46.913419,7.499747,1671.0,3,5676.0,3311.3333333333335
LSZG,ZHI,medium_airport,Grenchen Airport,CH,47.181599,7.41719,1411.0,3,3281.0,2406.0
LSZH,ZRH,large_airport,Zürich Airport,CH,47.458056,8.548056,1417.0,3,12139.0,10389.333333333334
LSZR,ACH,medium_airport,St Gallen Altenrhein Airport,CH,47.485001,9.56077,1306.0,2,4774.0,3715.5
LSZS,SMV,medium_airport,Samedan Airport,CH,46.53409957885742,9.884110450744627,5600.0,1,5905.0,5905.0
LTAC,ESB,large_airport,Esenboğa International Airport,TR,40.1281013489,32.995098114,3125.0,2,12303.0,12303.0
LTAD,ANK,medium_airport,Etimesgut Air Base,TR,39.949798584,32.6885986328,2653.0,2,9045.0,6998.0
LTAE,,medium_airport,Akıncı Air Base,TR,40.0788993835,32.5656013489,2767.0,1,10991.0,10991.0
LTAF,ADA,medium_airport,Adana Şakirpaşa Airport,TR,36.982201,35.280399,65.0,1,9022.0,9022.0
LTAG,UAB,medium_airport,İncirlik Air Base,TR,37.002102,35.4259,238.0,1,10000.0,10000.0
LTAH,AFY,medium_airport,Afyon Air Base,TR,38.726398,30.601101,3310.0,2,12008.0,10925.5
LTAI,AYT,large_airport,Antalya International Airport,TR,36.898701,30.800501,177.0,3,11155.0,10707.0
LTAJ,GZT,medium_airport,Gaziantep International Airport,TR,36.947201,37.478699,2315.0,2,9843.0,9842.5
LTAL,KFS,medium_airport,Kastamonu Airport,TR,41.314201,33.795799,3520.0,1,7382.0,7382.0
LTAN,KYA,medium_airport,Konya Airport,TR,37.979,32.561901,3392.0,2,10984.0,10984.0
LTAS,ONQ,medium_airport,Zonguldak Çaycuma Airport,TR,41.506401,32.0886,44.0,1,6991.0,6991.0
LTAT,MLX,medium_airport,Malatya Erhaç Airport,TR,38.4352989197,38.0909996033,2828.0,1,10990.0,10990.0
LTAU,ASR,medium_airport,Kayseri Erkilet Airport,TR,38.770401001,35.4953994751,3463.0,1,9841.0,9841.0
LTAV,,medium_airport,Sivrihisar Airport,TR,39.45149993896485,31.36529922485352,3185.0,1,11156.0,11156.0
